"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.files","metaResult.properties.creators","metaResult.properties.category","metaResult.collection.name","metaResult.collection.family"
"[""9DfVKePA22oNA7AvGTe9y9UojnqmYJBMAijEYTeKe4d2"",""D9ipqEUCxzvNr5ToNXAYxyAfshdUxS72nffpAHi5Rhpy"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA""]","First Verse #1391","[0,90,10]","MP","https://bafybeid6f65yz4eplvpt4v7yveo4qprkaaz4evwevpnsr25ddksmpid2fm.ipfs.dweb.link/1391.json","[1,0,0]",true,"9g1knGi1eejLzEA3f6G71TA9289KWP2YTKnMpdeqRJoj",true,"AZLNJxR5RwRqxST4ZPRP1MGkoEmsouXAQYgfUomWreNR","https://explorer.solana.com/address/9g1knGi1eejLzEA3f6G71TA9289KWP2YTKnMpdeqRJoj","First Verse #1392","MP","The first chapter. 5900 unique NFT Verses on a mission to discover new worlds, stories and experiences to be shared with the Message Party community.",600,"https://bafybeiberwul752n7vynhyorafzktog67vdg7pkb2fxm6467hzu3z5kx7u.ipfs.dweb.link/1391.png?ext=png","[{""trait_type"":""Background"",""value"":""Pinpoint Blue""},{""trait_type"":""Face"",""value"":""Tulip Sunrise""},{""trait_type"":""Buddy"",""value"":""Green""},{""trait_type"":""Suit"",""value"":""Outline Orange""},{""trait_type"":""Holohat"",""value"":""No Holohat""}]","[{""uri"":""https://bafybeiberwul752n7vynhyorafzktog67vdg7pkb2fxm6467hzu3z5kx7u.ipfs.dweb.link/1391.png?ext=png"",""type"":""image/png""}]","[{""address"":""D9ipqEUCxzvNr5ToNXAYxyAfshdUxS72nffpAHi5Rhpy"",""share"":90},{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10}]","image",,
"[""EfZ8f7AiJPdYud9TjRCQewvNPSu9ZVw9DfVg64AoxzHE"",""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz""]","Duck Royal Club #495","[0,10,90]","DURC","https://arweave.net/YecGXgwkdtQ7O35HnXjvkMRA0LCA4TfPsXMqLQuaF4c","[1,0,0]",true,"8xsFVnLTjrzc4AFPYEuPVvo6M2EhCtTMBEZkR3wYXLgo",true,"5yADLrL7kDkKsJPgw9R6u9EHsiW6sCPgPhsKk7HAoc9s","https://explorer.solana.com/address/8xsFVnLTjrzc4AFPYEuPVvo6M2EhCtTMBEZkR3wYXLgo","Duck Royal Club #495","DURC","The Duck Royal Club is the 2nd collection out of 10 of the Royal Club NFTs. 555 Ducks that will give you access to the exclusive Royal Club DAO and Club Wallet SOL airdrops",700,"https://arweave.net/FcT2WeuwJvY98LpxApx7lx-NK3x881KQNDZoNrGZoJA","[{""trait_type"":""Background"",""value"":""Psychedelic""},{""trait_type"":""Body"",""value"":""Pink""},{""trait_type"":""Eyes"",""value"":""Fire""},{""trait_type"":""Beak"",""value"":""OG""},{""trait_type"":""Eyewear"",""value"":""Pirate""},{""trait_type"":""Hat"",""value"":""None""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/FcT2WeuwJvY98LpxApx7lx-NK3x881KQNDZoNrGZoJA""}]","[{""address"":""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""share"":10},{""address"":""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz"",""share"":90}]","image","Duck Royal Club","Royal Club NFT"
"[""G6qLJXMNfCTjwnYP9FWo32MbLKuM9PkmLdkoMf9AyQeA"",""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW""]","TheChickenz Pixelation #635","[0,65,35]","TCP","https://arweave.net/LITls6D28-uBuxxzSTcl4QAEt7UeSf2JytXDFGiouvI","[1,0,0]",true,"GZJ6MPoiNFWoALvLPRXbynNjUv9JkjFJjg2qgTTj78Bm",true,"3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw","https://explorer.solana.com/address/GZJ6MPoiNFWoALvLPRXbynNjUv9JkjFJjg2qgTTj78Bm","TheChickenz Pixelation #635","TCP","TheChickenz Pixelation is a collection of 2,950 characters designed by Alvaro Serrano. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 16,5% of monthly game profits shared among TheChickenz Pixelation NFTs. Stake your Chick to earn $CHICK.",750,"https://www.arweave.net/bjnWVRsLay_07kj13n2jkv0REhKTXjpj8iiF-nkRpPk?ext=png","[{""trait_type"":""Background"",""value"":""Yellow Gradient""},{""trait_type"":""Skin"",""value"":""Gold Chicken""},{""trait_type"":""Face"",""value"":""Sunglasses""},{""trait_type"":""Hat"",""value"":""Rice""},{""trait_type"":""Clothes"",""value"":""Pajamas Red""},{""trait_type"":""Accesory"",""value"":""Magic Wand""}]","[{""uri"":""https://www.arweave.net/bjnWVRsLay_07kj13n2jkv0REhKTXjpj8iiF-nkRpPk?ext=png"",""type"":""image/png""}]","[{""address"":""3CqJQPtTya2WZKtFnjQqSjRLrKZPa8BggpUKv91Np8Uw"",""share"":65},{""address"":""LD8fjazmtd579odFEMvUibim2Dmsntzuws1vma1iQXW"",""share"":35}]","image","TheChickenz Pixelation","TheChickenz Pixelation"
"[""4AAy2FWHNThbd8fjnAbyQAVjmXv6CRAXcFKACNpkwQSM"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""2SFPpTxrFEPB6bTJKhbxg2T4SaBmCQJggjJFjRqwgY1Z""]","Wristband 162","[0,10,90]","NETGALA","https://bafybeigt6ixxnmbt4mjeqmdr2twmstxamdqmia4tt5r5okofbwn2d7ewfy.ipfs.dweb.link/162.json","[1,0,0]",true,"3CBpLXBZgaBL4rWDufNW57JUVKVXeeVgYoM3KMsgCDs6",true,"35m13ooNbHBsbLGHJuUe8bBG5HXaqkBLd3H6MZi5gCCY","https://explorer.solana.com/address/3CBpLXBZgaBL4rWDufNW57JUVKVXeeVgYoM3KMsgCDs6","Wristband 162","NETGALA","The future of music, now. Welcome to The Net Gala.",500,"https://ipfs.io/ipfs/QmdhLRZmUGmJtoeFZyeUZKrjkSxYCwqmrKX5qgxihE4bpt","[{""trait_type"":""Access Level"",""value"":""GA""},{""trait_type"":""Song"",""value"":""Airdrop You My Love""},{""trait_type"":""Artist"",""value"":""Goshfather""}]","[{""uri"":""https://bafybeia7pcc2uuwsufdlt5vbcqy3i55zunyyeuhnsqrrf7rsgrv5xk6hf4.ipfs.dweb.link/162.mp4"",""type"":""video/mp4""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""2SFPpTxrFEPB6bTJKhbxg2T4SaBmCQJggjJFjRqwgY1Z"",""share"":90}]","video",,
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #0591","[0,15,15,70]","ACES","https://arweave.net/tLJ3JISP-C2reVo8iMaxzOYEmESwY1Y1BNAZaSLc7qg","[1,0,0,0]",true,"CNE28PguPA41kjxXbrdzRHpc9kNoCS5VZ3mqwCoRWJYr",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/CNE28PguPA41kjxXbrdzRHpc9kNoCS5VZ3mqwCoRWJYr","The Aces NFT #0591","ACES","The Aces NFT",700,"https://arweave.net/0l9R0LSpWAWhtU9YKpMgjW3sHWTzyA2jmW9JAUaKUxA","[{""trait_type"":""Deck"",""value"":""1solanatricolordeck""},{""trait_type"":""Suit"",""value"":""clubs""},{""trait_type"":""Value"",""value"":""2""},{""trait_type"":""Base"",""value"":""black""},{""trait_type"":""Pattern"",""value"":""clubspattern2-3""},{""trait_type"":""Feature"",""value"":""tear3""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/0l9R0LSpWAWhtU9YKpMgjW3sHWTzyA2jmW9JAUaKUxA""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
"[""BNaDSC3g8fgf8BebB8ovKefScNKjHotZsTeVJ33LL53h"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y"",""3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu""]","Guild Hero #9859","[0,10,90,0]","GLDHERO","https://bafybeibfdn4y4zigpkse4zk6xhbq7tu5s45qavphca2yash5lhx4r46wqe.ipfs.dweb.link/8730.json","[1,0,0,0]",true,"ECz5UtdRkaxCp6yQyGZtwT5nuNojZoCNnixgJkY2bXGK",true,"3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu","https://explorer.solana.com/address/ECz5UtdRkaxCp6yQyGZtwT5nuNojZoCNnixgJkY2bXGK","Guild Hero #9859","GLDHERO","A humble member of the Heroes Guild and fated savior of the realm, this Hero is part of Guild Saga’s gen 0 NFT mint.",600,"https://gldhero-production.s3.amazonaws.com/9859.png","[{""trait_type"":""Rarity Level"",""value"":""Silver""},{""trait_type"":""Race"",""value"":""Volk""},{""trait_type"":""Gender"",""value"":""Female""},{""trait_type"":""Hair"",""value"":""Bookish (Green)""},{""trait_type"":""Eyes"",""value"":""Blue""},{""trait_type"":""Head"",""value"":""Excubitor's Helm""},{""trait_type"":""Clothing"",""value"":""Robes of Pyromancy""},{""trait_type"":""Back"",""value"":""Pyromancer's Scrollpack""},{""trait_type"":""Neck"",""value"":""Iceforged Necklace""},{""trait_type"":""Hands"",""value"":""Padded Grasps""},{""trait_type"":""Waist"",""value"":""none""},{""trait_type"":""Finger (L)"",""value"":""Ruby Seal of Constitution""},{""trait_type"":""Finger (R)"",""value"":""Earnest Brass Ring""},{""trait_type"":""Feet"",""value"":""Leather Stompers""},{""trait_type"":""Main-hand Weapon"",""value"":""Orcish Broadaxe""},{""trait_type"":""Off-hand Weapon"",""value"":""Gilded Caspari Greatshield""},{""trait_type"":""Trinket"",""value"":""Maple Leaf""},{""trait_type"":""Background"",""value"":""Lab""}]","[{""uri"":""https://gldhero-production.s3.amazonaws.com/9859.png"",""type"":""image/png""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""8VAHrpJ9nsqRLaujbzpuCxhAhjsE8wA4ZvUHwx2VZw3y"",""share"":90},{""address"":""3NpvpHGwHAMYhiuB9GrMXSYqKSj16L2LSHR9czFPWbLu"",""share"":0}]","image","Guild Saga Heroes","Guild Saga"
"[""5TfTHyq863ZBxMHBcZbHpcdP3Zip85WJYUB9YeA9BWL2"",""8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3""]","Kingdom of Dwarves: WL","[0,100]","KoDWL","https://arweave.net/aejH33wlk_wkkn2qN-zCjJvHypZdXOxItxQAp98O9O4","[1,1]",true,"JcC2bZ4wvwMa5595x82wN5gs6k2CeFgNpAex1cQAhAH",true,"8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3","https://explorer.solana.com/address/JcC2bZ4wvwMa5595x82wN5gs6k2CeFgNpAex1cQAhAH","Kingdom of Dwarves: WL","KoDWL","Whitelist for KoD",1000,"https://www.arweave.net/njqx--hYe6m1YjwxBMHVwJYrskSz0h9uruT7JZP81pk?ext=gif","[{""trait_type"":""Metal"",""value"":""Copper""},{""trait_type"":""Type"",""value"":""Whitelist Token""}]","[{""uri"":""https://www.arweave.net/njqx--hYe6m1YjwxBMHVwJYrskSz0h9uruT7JZP81pk?ext=gif"",""type"":""image/gif""}]","[{""address"":""5TfTHyq863ZBxMHBcZbHpcdP3Zip85WJYUB9YeA9BWL2"",""verified"":1,""share"":0},{""address"":""8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3"",""verified"":1,""share"":100}]","image",,
"[""F7LLzRMBc518ELGamzdRrnRV4F3FuuDwAVUsAUeDFdY6"",""FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h""]","TheChickenz Origins #709","[0,100]","TCO","https://arweave.net/M__5YMhcwqn71a39DWsCwAqx6fj9XOMlLO-tQwT9DDc","[1,0]",true,"HvpMnSJVny5jFqAZTCRefKqQskVNMkfrmFancNr16wrW",true,"FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h","https://explorer.solana.com/address/HvpMnSJVny5jFqAZTCRefKqQskVNMkfrmFancNr16wrW","TheChickenz Origins #709","TCO","TheChickenz Origins is a collection of 1,222 characters designed by Fabiola Colavecchio. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 25% of monthly game profits are shared among 1,215 TheChickenz Origins NFTs, and an extra 10% of game profits are shared among 7 TheChickenz Origins Unique pieces. Stake your Chick to earn $CHICK.",500,"https://www.arweave.net/i7EjHokpSZedLyojKI9Mmca0yULb_xs2NEaIXJ7qOx8?ext=png","[{""trait_type"":""RARITY"",""value"":""Rare""},{""trait_type"":""BREED"",""value"":""Chicken""},{""trait_type"":""MOUTH"",""value"":""None""},{""trait_type"":""CLOTHES"",""value"":""Wizard""},{""trait_type"":""EYES"",""value"":""Round""},{""trait_type"":""HAT"",""value"":""Cap""},{""trait_type"":""WEAPON"",""value"":""Trident""},{""trait_type"":""SHIELD"",""value"":""Spartan""},{""trait_type"":""BACKGROUND"",""value"":""Wiggle""},{""trait_type"":""COLOR"",""value"":""Blue""}]","[{""uri"":""https://www.arweave.net/i7EjHokpSZedLyojKI9Mmca0yULb_xs2NEaIXJ7qOx8?ext=png"",""type"":""image/png""}]","[{""address"":""FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h"",""share"":100}]","image","TheChickenz Origins","TheChickenz Origins"
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #3826","[0,15,15,70]","ACES","https://arweave.net/WNuvxQa8YukibH3P0E4644CPu0SFeouwaBGI9wu4L4I","[1,0,0,0]",true,"2nrKb99zAUFvb687G27tiHXBn5HmGWD2PLk8kXeuFw5x",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/2nrKb99zAUFvb687G27tiHXBn5HmGWD2PLk8kXeuFw5x","The Aces NFT #3826","ACES","The Aces NFT",700,"https://arweave.net/N1ZZNj9M-HtE7QwlbnJMowSrcZQ8Aq-XfE5K-cKxgk8","[{""trait_type"":""Deck"",""value"":""3golddeck""},{""trait_type"":""Suit"",""value"":""hearts""},{""trait_type"":""Value"",""value"":""2""},{""trait_type"":""Base"",""value"":""pink""},{""trait_type"":""Pattern"",""value"":""heartspattern3-1""},{""trait_type"":""Feature"",""value"":""holeinone1""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/N1ZZNj9M-HtE7QwlbnJMowSrcZQ8Aq-XfE5K-cKxgk8""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
"[""4JpeDuXCNwJtucmjz4X7DzSy2ybKU6cSPN9gUmeoCC1H"",""4HuRUnV6ebd3cF8oTDxmqC5RZnVidc4a7QUq8iywJyqu""]","Shinobi Sers #60","[0,100]","SOL","https://arweave.net/3fja4Bj0dsteZP1-2uuRl5cvWtMALv2gtXANODHx4vY","[1,0]",true,"EKw1Tr6isgnp4fVeQ4GoJnggdfhcUhwFKU3PhbBneWU",true,"FPhEHmXmBF3tbSyUTRpdpmm2o5vtjwwjRWG6hJFrCwfK","https://explorer.solana.com/address/EKw1Tr6isgnp4fVeQ4GoJnggdfhcUhwFKU3PhbBneWU","Shinobi Sers #60","SOL","444 Ninjas Making Alpha Accessible",2000,"https://arweave.net/Ou9WSaeOkWXVM2ga_RwZJiA-8_4emNUrJCRgN9grUgk","[{""trait_type"":""Backgrounds"",""value"":""Light Blue""},{""trait_type"":""Clothing"",""value"":""Black Robe""},{""trait_type"":""Head"",""value"":""Crystal""},{""trait_type"":""Mask"",""value"":""Camouflage Mask""},{""trait_type"":""Shoes"",""value"":""Black""},{""trait_type"":""Weapon"",""value"":""Shurikens""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/Ou9WSaeOkWXVM2ga_RwZJiA-8_4emNUrJCRgN9grUgk""}]","[{""address"":""4HuRUnV6ebd3cF8oTDxmqC5RZnVidc4a7QUq8iywJyqu"",""share"":100}]","image",,
"[""4AAy2FWHNThbd8fjnAbyQAVjmXv6CRAXcFKACNpkwQSM"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""2SFPpTxrFEPB6bTJKhbxg2T4SaBmCQJggjJFjRqwgY1Z""]","Wristband 1854","[0,10,90]","NETGALA","https://bafybeigt6ixxnmbt4mjeqmdr2twmstxamdqmia4tt5r5okofbwn2d7ewfy.ipfs.dweb.link/1854.json","[1,0,0]",true,"HN5MEj4cMcmQzug452f1QuVSZELYcVrgvkXHnYKdKhdt",true,"35m13ooNbHBsbLGHJuUe8bBG5HXaqkBLd3H6MZi5gCCY","https://explorer.solana.com/address/HN5MEj4cMcmQzug452f1QuVSZELYcVrgvkXHnYKdKhdt","Wristband 1854","NETGALA","The future of music, now. Welcome to The Net Gala.",500,"https://ipfs.io/ipfs/QmWJafTWyr6L6yGLohyAtQNPz4mcz9FNa6p2kDBqQZWo7B","[{""trait_type"":""Access Level"",""value"":""VIP""},{""trait_type"":""Song"",""value"":""If The Shoe Fits""},{""trait_type"":""Artist"",""value"":""Serio""}]","[{""uri"":""https://bafybeih3mb3fwqca52ywxdiqhejzw6d3ekijod7veogjftveecmngtkkne.ipfs.dweb.link/1854.mp4"",""type"":""video/mp4""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""2SFPpTxrFEPB6bTJKhbxg2T4SaBmCQJggjJFjRqwgY1Z"",""share"":90}]","video",,
"[""5TfTHyq863ZBxMHBcZbHpcdP3Zip85WJYUB9YeA9BWL2"",""8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3""]","Kingdom of Dwarves: WL","[0,100]","KoDWL","https://arweave.net/aejH33wlk_wkkn2qN-zCjJvHypZdXOxItxQAp98O9O4","[1,1]",true,"BvQNzjSrg5PWJsEw94zu1VmEZfXWH3BhXA5CHMjMibwx",true,"8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3","https://explorer.solana.com/address/BvQNzjSrg5PWJsEw94zu1VmEZfXWH3BhXA5CHMjMibwx","Kingdom of Dwarves: WL","KoDWL","Whitelist for KoD",1000,"https://www.arweave.net/njqx--hYe6m1YjwxBMHVwJYrskSz0h9uruT7JZP81pk?ext=gif","[{""trait_type"":""Metal"",""value"":""Copper""},{""trait_type"":""Type"",""value"":""Whitelist Token""}]","[{""uri"":""https://www.arweave.net/njqx--hYe6m1YjwxBMHVwJYrskSz0h9uruT7JZP81pk?ext=gif"",""type"":""image/gif""}]","[{""address"":""5TfTHyq863ZBxMHBcZbHpcdP3Zip85WJYUB9YeA9BWL2"",""verified"":1,""share"":0},{""address"":""8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3"",""verified"":1,""share"":100}]","image",,
"[""DGHsTerwTnEriq8tS87Muno7ofY2CsYkFU2D4JEfjMTG"",""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""vBeHMZQXeU8bqvkwsyFQCxc2B7Fead3RDvaK6dKJaje""]","Corgi Royal Club #319","[0,10,90]","CORC","https://arweave.net/0sh6aLVLawrFh0o94UABLDKquy1FR_N6uwAtfz0fOqU","[1,0,0]",true,"AQo6rGNCfos2ByjcourctBGKnTp2aW8uRoYLBAwGmJrE",true,"FUxvufdJ9oeQEFi292vcGQUSWtdeyQ5MMu13pq44acqY","https://explorer.solana.com/address/AQo6rGNCfos2ByjcourctBGKnTp2aW8uRoYLBAwGmJrE","Corgi Royal Club #319","CORC","The Corgi Royal Club is the first collection of the Royal Club NFT. 333 Corgis that will give you access to the exclusive Royal Club DAO and Club Wallet airdrops, that consists in 90% royalties and 5% of all the Royal Club NFT collections.",700,"https://arweave.net/FlfSzHQHh8NKaxKs2gIvPvI6C4hgiaTqkVot6wwLuMo","[{""trait_type"":""Background"",""value"":""Sunrise""},{""trait_type"":""Body"",""value"":""Rainbow""},{""trait_type"":""Neck"",""value"":""Bow tie""},{""trait_type"":""Eyewear"",""value"":""Monocle""},{""trait_type"":""Hat"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Tongue""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/FlfSzHQHh8NKaxKs2gIvPvI6C4hgiaTqkVot6wwLuMo""}]","[{""address"":""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""share"":10},{""address"":""vBeHMZQXeU8bqvkwsyFQCxc2B7Fead3RDvaK6dKJaje"",""share"":90}]","image","Corgi Royal Club","Royal Club NFT"
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #3115","[0,15,15,70]","ACES","https://arweave.net/oRuH56h10T1rPjthr08VjGLc4pniNPQ16madYsnMViY","[1,0,0,0]",true,"5DFTGLapvrHWhycbVeFhsMTTwGx89M6FtqgUxF6sffZ5",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/5DFTGLapvrHWhycbVeFhsMTTwGx89M6FtqgUxF6sffZ5","The Aces NFT #3115","ACES","The Aces NFT",700,"https://arweave.net/dKMwww34iPVIHZeCbjtAZiXZrcwg-dppm8wjs1y2C8c","[{""trait_type"":""Deck"",""value"":""10solanabluedeck""},{""trait_type"":""Suit"",""value"":""hearts""},{""trait_type"":""Value"",""value"":""2""},{""trait_type"":""Base"",""value"":""orange""},{""trait_type"":""Pattern"",""value"":""heartspattern2-2""},{""trait_type"":""Feature"",""value"":""divided""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/dKMwww34iPVIHZeCbjtAZiXZrcwg-dppm8wjs1y2C8c""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
"[""F7LLzRMBc518ELGamzdRrnRV4F3FuuDwAVUsAUeDFdY6"",""FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h""]","TheChickenz Origins #200","[0,100]","TCO","https://arweave.net/pz6xNbVriPW58_JtShy1qPwrs3XNElZFQ7jl-BnuffA","[1,0]",true,"CpgaoiFqLiSib5c9tvdgbbk8HougHiHPv3UQ1WPxq8XH",true,"FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h","https://explorer.solana.com/address/CpgaoiFqLiSib5c9tvdgbbk8HougHiHPv3UQ1WPxq8XH","TheChickenz Origins #200","TCO","TheChickenz Origins is a collection of 1,222 characters designed by Fabiola Colavecchio. By simply holding an NFT you will be able to share in the revenues of a Battle Royale mobile game. The 25% of monthly game profits are shared among 1,215 TheChickenz Origins NFTs, and an extra 10% of game profits are shared among 7 TheChickenz Origins Unique pieces. Stake your Chick to earn $CHICK.",500,"https://www.arweave.net/EgGObNGB4_Xo3MXyFlSvu1fB5BV99Aut7B6HWNfXHCo?ext=png","[{""trait_type"":""RARITY"",""value"":""Legendary""},{""trait_type"":""BREED"",""value"":""Wolf""},{""trait_type"":""MOUTH"",""value"":""None""},{""trait_type"":""CLOTHES"",""value"":""Wizard""},{""trait_type"":""EYES"",""value"":""Round""},{""trait_type"":""HAT"",""value"":""None""},{""trait_type"":""WEAPON"",""value"":""Hammer""},{""trait_type"":""SHIELD"",""value"":""None""},{""trait_type"":""BACKGROUND"",""value"":""Gradient""},{""trait_type"":""COLOR"",""value"":""Berry""}]","[{""uri"":""https://www.arweave.net/EgGObNGB4_Xo3MXyFlSvu1fB5BV99Aut7B6HWNfXHCo?ext=png"",""type"":""image/png""}]","[{""address"":""FeaMSEyYCmkkwzo1czsH2MnuaZGP5thfBQiGrdnjtK1h"",""share"":100}]","image","TheChickenz Origins","TheChickenz Origins"
